연번,보험구분,사업장명,사업장우편번호,사업장주소,고용보험 업종코드,고용보험 업종명,산재보험 성립일자,고용보험 성립일자,산재보험 상시근로자수,고용보험 상시근로자수,산재보험 사업구분,고용보험 사업구분,사업자등록번호,사업장관리번호,고용보험 업종코드(제11차),고용보험 업종명(제11차)
1872474,0,리트머스,61480,광주 동구 중앙로 163,47119,기타 대형 종합 소매업,43922,43922,0,0,계속,계속,6772101124,67721011240,47119,기타 대형 종합 소매업
1872965,0,신전떡볶이조대점,61449,광주 동구 필문대로287번길 15-29,56191,김밥 및 기타 간이 음식점업,43904,43904,1,1,계속,계속,6777400290,67774002900,56191,김밥 및 기타 간이 음식점업
1872983,0,세븐일레븐 광주경마장점,61422,광주 동구 구성로 261,47122,체인화 편의점,44197,44197,4,3,계속,계속,6777800279,67778002790,47122,체인화 편의점
1873724,0,이로치과기공소,61411,광주광역시 동구  필문대로165번길 15-8,27192,치과기공물 제조업,44784,44784,1,1,계속,계속,6779201600,67792016000,27192,치과기공물 제조업
1873754,0,오월의책,61466,광주 동구 장동로 34,58113,일반 서적 출판업,44616,44616,1,1,계속,계속,6779500825,67795008250,58113,일반 서적 출판업
1874029,0,김용진세무사무소,61473,광주 동구 구성로204번길 6,71202,세무사업,42583,42583,4,4,계속,계속,6781200427,67812004270,71202,세무사업
1875138,0,유한회사장모님반찬,61481,광주 동구 충장로 45-2,46329,기타 가공식품 도매업,45121,45121,1,1,계속,계속,6788603032,67886030320,46329,기타 가공식품 도매업
1875832,0,경성꽈배기 무등산점,61493,광주 동구 증심사길 25,56150,제과점업,44154,44154,1,1,계속,계속,6791501304,67915013040,56150,제과점업
1875869,0,동성철물상사,61421,광주 동구 독립로 324,46622,"철물, 금속 파스너 및 수공구 도매업",44228,44228,5,5,계속,계속,6791701332,67917013320,46622,"철물, 금속 파스너 및 수공구 도매업"
1876000,0,투투투,61475,광주 동구 금남로 245,62010,컴퓨터 프로그래밍 서비스업,44986,44986,1,1,계속,계속,6792401209,67924012090,62010,컴퓨터 프로그래밍 서비스업
1876074,0,125활인건강,61473,광주 동구 제봉로 199,47190,그 외 기타 종합 소매업,44197,44682,1,1,계속,계속,6793000803,67930008030,47190,그 외 기타 종합 소매업
1876246,0,엘로이,61487,광주 동구 서석로 28,96994,결혼 상담 및 준비 서비스업,45049,45049,5,5,계속,계속,6794700816,67947008160,96994,결혼 상담 및 준비 서비스업
1876422,0,꿈마루어린이집,61441,광주 동구 준법로 29-9,87210,보육시설 운영업,42795,42795,10,9,계속,계속,6798000720,67980007200,87210,보육시설 운영업
1876461,0,엔에이치주택주식회사,61487,광주 동구 서석로 42,41999,건설업본사,42160,42160,7,7,계속,계속,6798100090,67981000900,41999,건설업본사
1876938,0,파이어버스터 주식회사,61472,광주 동구 금남로  193-22,29192,분사기 및 소화기 제조업,45689,45689,4,1,계속,계속,6798703217,67987032170,29192,분사기 및 소화기 제조업
1877022,0,주식회사 달무리,61487,광주 동구 문화전당로 5,90191,공연 기획업,44075,44075,1,1,계속,계속,6798801593,67988015930,90191,공연 기획업
1877749,0,카페 소뇨,61436,광주광역시 동구 장동로 21,56221,커피 전문점,45505,45505,3,3,계속,계속,6802801911,68028019110,56221,커피 전문점
1877915,0,법무사김대환사무소,61445,광주 동구 지산로 71-1,71103,법무사업,42186,42186,1,1,계속,계속,6804500035,68045000350,71103,법무사업
1877936,0,월간맥주,61488,광주 동구 백서로125번길 41,56111,한식 일반 음식점업,44835,44835,3,3,계속,계속,6804700719,68047007190,56111,한식 일반 음식점업
1878090,0,금호재가노인복지센터,61402,광주 동구 중앙로 358,87299,그 외 기타 비거주 복지 서비스업,42492,42492,30,25,계속,계속,6808000375,68080003750,87299,그 외 기타 비거주 복지 서비스업
1878695,0,호남세무법인,61480,광주 동구 중앙로 171,71202,세무사업,42815,42815,8,8,계속,계속,6808800600,68088006000,71202,세무사업
1879000,0,니드인디드,61483,광주 동구 중앙로160번길 31-20,47412,여자용 겉옷 소매업,43551,43551,6,6,계속,계속,6810601023,68106010230,47412,여자용 겉옷 소매업
1879556,0,허브라더,61473,광주 동구 제봉로 197,72111,건축설계 및 관련 서비스업,43525,43525,1,1,계속,계속,6814300301,68143003010,72111,건축설계 및 관련 서비스업
1879818,0,산수2동주민자치회,61437,광주 동구 필문대로191번길 43-24,94990,그 외 기타 협회 및 단체,44781,44781,1,1,계속,계속,6818002513,68180025130,94990,그 외 기타 협회 및 단체
1880197,0,주식회사 선영기업,61444,광주 동구 지산동,41999,건설업본사,45614,45614,2,2,계속,계속,6818603187,68186031870,41999,건설업본사
1880198,2,주식회사 선영기업,61444,광주 동구 밤실로 11,42202,건물용 기계장비 설치 공사업,,46013,0,1,,일괄유기,6818603187,68186031876,42202,건물용 기계장비 설치 공사업
1880435,0,화연산업주식회사,61449,광주 동구 필문대로289번길 9,46612,"골재, 벽돌 및 시멘트 도매업",44743,44743,1,1,계속,계속,6818802218,68188022180,46612,"골재, 벽돌 및 시멘트 도매업"
1881497,0,함께크는나무협동조합,61429,광주 동구 동계천로85번길 10-1,90199,그 외 기타 창작 및 예술관련 서비스업,43010,43010,0,0,계속,계속,6828100077,68281000770,90199,그 외 기타 창작 및 예술관련 서비스업
1881920,0,주식회사꽃다비,61465,광주 동구 제봉로 100-1,46311,과실류 도매업,43563,43563,0,0,계속,계속,6828701307,68287013070,46311,과실류 도매업
1882414,0,르꼬끄 스포르티브 충장로점,61483,광주광역시 동구 충장로 76,47419,기타 의복 소매업,45695,45695,1,1,계속,계속,6830603181,68306031810,47419,기타 의복 소매업
1882420,0,용산골식육식당,61507,광주 동구 화산로 327,56111,한식 일반 음식점업,43739,43739,1,1,계속,계속,6830701313,68307013130,56111,한식 일반 음식점업
1882862,0,법무사 김장수 사무소,61441,광주 동구 지산로 74-8,71103,법무사업,42891,42891,3,3,계속,계속,6833500447,68335004470,71103,법무사업
1882890,0,제이홍,61473,광주 동구 구성로194번길 5,47412,여자용 겉옷 소매업,44409,44409,1,1,계속,계속,6833700761,68337007610,47412,여자용 겉옷 소매업
1883120,0,동명메디칼,61435,광주 동구 동명로70번길 5,68112,비주거용 건물 임대업,44806,44806,1,1,계속,계속,6837500405,68375004050,68112,비주거용 건물 임대업
1883284,0,쓰리피브릿지(주),61449,광주 동구 필문대로289번길 2-2,85709,기타 교육지원 서비스업,45189,45189,1,1,계속,계속,6838102684,68381026840,85709,기타 교육지원 서비스업
1884067,0,더벤티롯데점,61470,광주 동구 제봉로 221-31,56221,커피 전문점,45414,45414,4,3,계속,계속,6840602564,68406025640,56221,커피 전문점
1884194,0,미유스튜디오,61447,광주 동구 지호로 136,73301,인물사진 및 행사용 영상 촬영업,43010,43010,5,5,계속,계속,6841200252,68412002520,73301,인물사진 및 행사용 영상 촬영업
1884556,0,하룸헤어,61453,광주 동구 필문대로 335,96112,두발 미용업,44587,44587,2,2,계속,계속,6843301009,68433010090,96112,두발 미용업
1884984,0,(주)정연메디힐,61414,광주 동구 동계로 61,68212,비주거용 부동산 관리업,44796,44796,1,1,계속,계속,6848101918,68481019180,68212,비주거용 부동산 관리업
1886121,0,마리네일(MARINail),61416,광주광역시 동구 동계로 38,96119,기타 미용업,44490,44490,1,1,계속,계속,6852001002,68520010020,96119,기타 미용업
1886348,0,칼하트wip(광주),61483,광주 동구 충장로 74-1,14111,남자용 겉옷 제조업,43739,43739,1,1,계속,계속,6853800556,68538005560,14111,남자용 겉옷 제조업
1886357,0,디에스어패럴,61473,광주 동구 구성로204번길 21,14192,"근무복, 작업복 및 유사의복 제조업",45965,45965,4,4,계속,계속,6853801346,68538013460,14192,"근무복, 작업복 및 유사의복 제조업"
1886412,0,스푼더마켓,61483,광주 동구 중앙로160번길 13,56111,한식 일반 음식점업,42748,42748,3,3,계속,계속,6854600226,68546002260,56111,한식 일반 음식점업
1886456,0,이해선웨딩컨설팅,61484,광주 동구 서석로7번길 6-2,96994,결혼 상담 및 준비 서비스업,44350,44350,1,1,계속,계속,6855200038,68552000380,96994,결혼 상담 및 준비 서비스업
1886480,0,동진,61488,광주 동구 서석로10번길 10-1,56111,한식 일반 음식점업,44013,44013,2,2,계속,계속,6855500475,68555004750,56111,한식 일반 음식점업
1887469,0,국제약국,61489,광주 동구 제봉로 39-1,47811,의약품 및 의료용품 소매업,42736,42736,1,1,계속,계속,6860300673,68603006730,47811,의약품 및 의료용품 소매업
1887627,0,버블버블충장로점,61483,광주 동구 충장로안길 18,73301,인물사진 및 행사용 영상 촬영업,44593,44593,1,1,계속,계속,6860901882,68609018820,73301,인물사진 및 행사용 영상 촬영업
1887759,0,한국휘트니스클럽,61466,광주 동구 제봉로82번길 16,91132,체력단련시설 운영업,44835,44835,1,1,계속,계속,6861601594,68616015940,91132,체력단련시설 운영업
1888114,0,에이스케이프건축사사무소,61484,광주광역시 동구  중앙로 150-16,72111,건축설계 및 관련 서비스업,43132,43132,1,1,계속,계속,6864800261,68648002610,72111,건축설계 및 관련 서비스업
1888460,0,(주)미르씨앤씨,61404,광주 동구 필문대로 70,68121,주거용 건물 개발 및 공급업,44409,44409,3,3,계속,계속,6868102252,68681022520,68121,주거용 건물 개발 및 공급업
1888991,0,주식회사아트벨라,61434,광주 동구 동계천로 151,56221,커피 전문점,44916,44916,1,1,계속,계속,6868802421,68688024210,56221,커피 전문점
1888992,0,"주식회사세인크린텍(Se-incleantecCo.,Ltd.)",61477,광주 동구 독립로226번길 21,74211,건축물 일반 청소업,44798,44798,4,4,일괄계속,계속,6868802455,68688024550,74211,건축물 일반 청소업
1889218,0,호텔얌광주구시청점,61489,광주 동구 양림로115번길 15,55102,여관업,43405,43405,1,1,계속,계속,6870501290,68705012900,55102,여관업
1889254,0,바쇼,61434,광주 동구 동계천로 167-1,56122,일식 음식점업,43229,43229,9,9,계속,계속,6870700897,68707008970,56122,일식 음식점업
1889335,0,레파스학동점,61464,광주 동구 남문로 669,56150,제과점업,45173,45173,5,5,계속,계속,6871002594,68710025940,56150,제과점업
1890191,0,오오지팩토리 주식회사,61475,광주광역시 동구 금남로 245,58222,응용 소프트웨어 개발 및 공급업,45444,45444,1,1,계속,계속,6878103569,68781035690,58222,응용 소프트웨어 개발 및 공급업
1890938,0,초정,61489,광주 동구 양림로119번길 11,56111,한식 일반 음식점업,43009,43009,6,6,계속,계속,6880600817,68806008170,56111,한식 일반 음식점업
1891375,0,솔솔피자본점,61512,광주광역시 동구 선교로 38-30,56161,"피자, 햄버거, 샌드위치 및 유사 음식점업",45595,45595,1,1,계속,계속,6883101365,68831013650,56161,"피자, 햄버거, 샌드위치 및 유사 음식점업"
1891487,0,호노우,61481,광주 동구 금남로 202,56122,일식 음식점업,44755,44755,6,6,계속,계속,6884100818,68841008180,56122,일식 음식점업
1892043,0,(유)에스와이닷컴,61471,광주 동구 금남로 161-11,47312,통신기기 소매업,43983,43983,1,1,계속,계속,6888601875,68886018750,47312,통신기기 소매업
1892047,0,주식회사한국티엘씨,61489,광주광역시 동구 양림로119번길 11,46592,의료기기 도매업,45600,45600,1,1,계속,계속,6888602025,68886020250,46592,의료기기 도매업
1892572,0,왕산식당,61434,광주 동구 동명로14번길 6-1,56111,한식 일반 음식점업,45108,45108,5,5,계속,계속,6890202974,68902029740,56111,한식 일반 음식점업
1892911,0,깐깐한족발(계림점),61426,광주 동구 동계천로 10,56111,한식 일반 음식점업,45231,45231,1,1,계속,계속,6892002115,68920021150,56111,한식 일반 음식점업
1894051,0,믹스큐브 주식회사,61472,광주 동구 금남로 193-22,62010,컴퓨터 프로그래밍 서비스업,44409,44409,2,2,계속,계속,6898802100,68988021000,62010,컴퓨터 프로그래밍 서비스업
1894089,0,주식회사 토라,61472,광주광역시 동구 금남로 193-22,62010,컴퓨터 프로그래밍 서비스업,45492,45492,1,1,계속,계속,6898803114,68988031140,62010,컴퓨터 프로그래밍 서비스업
1894154,0,햇채원,61427,광주 동구 제봉로190번길 1-1,10301,김치류 제조업,45807,45807,20,20,계속,계속,6899301987,68993019870,10301,김치류 제조업
1894545,0,정선,61508,광주 동구 용산2길 20,47223,조리 반찬류 소매업,44238,44238,1,1,계속,계속,6901601384,69016013840,47223,조리 반찬류 소매업
1894856,0,정희,61434,광주 동구 동명로20번길 20,56111,한식 일반 음식점업,44987,44987,3,3,계속,계속,6904001036,69040010360,56111,한식 일반 음식점업
1895062,0,트러스트 메디칼(Trust Medical),61421,광주 동구 독립로 338,46441,의약품 도매업,43584,43584,1,1,계속,계속,6906900208,69069002080,46441,의약품 도매업
1895223,0,유한회사 이남솔라,61471,광주 동구 금남로 167,72122,환경 관련 엔지니어링 서비스업,44470,44470,3,3,계속,계속,6908101868,69081018680,72122,환경 관련 엔지니어링 서비스업
1895782,0,주식회사 씨에스에스,61452,광주광역시 동구 조선대1길 17,58222,응용 소프트웨어 개발 및 공급업,45275,45275,1,1,계속,계속,6908802963,69088029630,58222,응용 소프트웨어 개발 및 공급업
1896104,0,파티바니,61484,광주 동구 중앙로160번길 18-2,46417,의복 액세서리 및 모조 장신구 도매업,44200,44200,2,2,계속,계속,6910901507,69109015070,46417,의복 액세서리 및 모조 장신구 도매업
1896126,0,옌타이,61449,광주 동구 지산로 9-5,56121,중식 음식점업,43630,43630,2,2,계속,계속,6911001288,69110012880,56121,중식 음식점업
1896646,0,세븐일레븐  광주대인송파점,61426,광주 동구 제봉로222번길 1,47122,체인화 편의점,45566,45566,8,7,계속,계속,6914801020,69148010200,47122,체인화 편의점
1897288,0,주식회사 와이어즈,61472,광주광역시 동구  금남로 193-22,71310,광고 대행업,43192,43192,1,1,계속,계속,6918700786,69187007860,71310,광고 대행업
1897576,0,이에스알엠(ESRM)영어학원,61508,광주 동구 용산1로 12,85631,외국어학원,44200,44200,2,2,계속,계속,6919101079,69191010790,85631,외국어학원
1898689,0,연정 유한회사,61493,광주광역시 동구 증심사길30번길 8,47419,기타 의복 소매업,45352,45352,2,2,계속,계속,6928101942,69281019420,47419,기타 의복 소매업
1899319,0,와이엠수학전문학원,61404,광주 동구 필문대로 50-1,85501,일반 교과 학원,44986,44986,2,2,계속,계속,6929900157,69299001570,85501,일반 교과 학원
1899618,0,에이치홀딩스,61487,광주광역시 동구 백서로125번길 34-2,47912,전자상거래 소매업,45845,45845,1,1,계속,계속,6931302469,69313024690,47912,전자상거래 소매업
1900749,0,유한회사베스트홀인원,61496,광주 동구 의재로96번길 7,55102,여관업,44927,44927,3,3,계속,계속,6938702363,69387023630,55102,여관업
1901213,0,이노프린팅,61487,광주 동구 문화전당로 19-1,18111,경 인쇄업,43570,43570,1,1,계속,계속,6940700916,69407009160,18111,경 인쇄업
1901556,0,씨유학동중앙점,61463,광주 동구 남문로 674,47122,체인화 편의점,43770,43770,2,2,계속,계속,6942400892,69424008920,47122,체인화 편의점
1902238,0,이마트24광주금남유탑점,61479,광주 동구 천변우로 361-21,47122,체인화 편의점,44761,44761,3,3,계속,계속,6948501970,69485019700,47122,체인화 편의점
1902300,0,주식회사와이엠의료산업,61510,광주 동구 화산로238번길 34-6,46592,의료기기 도매업,43110,43110,3,3,계속,계속,6948600925,69486009250,46592,의료기기 도매업
1902338,0,주식회사 검화건설,61477,광주 동구 독립로226번길 13-2,41999,건설업본사,43678,43678,3,4,계속,계속,6948601604,69486016040,41999,건설업본사
1902339,0,주식회사 검화건설,61477,광주 동구 독립로226번길 13-2,41119,기타 공동 주택 건설업,43789,43789,16,12,일괄유기,일괄유기,6948601604,69486016046,41119,기타 공동 주택 건설업
1902383,0,주식회사그린빌더(GreenBuilderInc.),61452,광주광역시 동구 조선대1길 17,72122,환경 관련 엔지니어링 서비스업,45567,45567,1,1,계속,계속,6948602660,69486026600,72122,환경 관련 엔지니어링 서비스업
1902433,0,(주)탑에코,61472,광주 동구 금남로 207,72129,기타 엔지니어링 서비스업,43709,43709,1,1,계속,계속,6948700145,69487001450,72129,기타 엔지니어링 서비스업
1902483,0,런치팩주식회사,61468,광주광역시 동구  서남로 14,58221,시스템 소프트웨어 개발 및 공급업,43273,43273,4,4,계속,계속,6948701163,69487011630,58221,시스템 소프트웨어 개발 및 공급업
1902692,0,창성데크주식회사,61490,광주 동구 제봉로17번길 13-6,75121,임시 및 일용 인력 공급업,44755,44755,3,3,계속,계속,6948802306,69488023060,75121,임시 및 일용 인력 공급업
1903076,0,짬뽕의신화광주충장점,61480,광주 동구 중앙로 163,56121,중식 음식점업,43800,43800,0,0,계속,계속,6951301258,69513012580,56121,중식 음식점업
1903088,0,중앙상회,61493,광주 동구 증심사길30번길 45,46312,"채소류, 서류 및 향신작물류 도매업",42390,42390,0,0,계속,계속,6951400256,69514002560,46312,"채소류, 서류 및 향신작물류 도매업"
1903291,0,남도쌈밥 롯데백화점광주점,61470,광주광역시 동구 독립로 268,56111,한식 일반 음식점업,45644,45644,3,3,계속,계속,6952501907,69525019070,56111,한식 일반 음식점업
1903452,0,초록마을용산지구점,61508,광주 동구 용산2길 5,47121,슈퍼마켓,44014,44014,1,1,계속,계속,6953900720,69539007200,47121,슈퍼마켓
1904231,1,주식회사 씨에프에스,61476,광주 동구 충장로  13-4,,,44136,,1,0,계속,,6958701808,69587018080,,
1904620,0,아라타,61430,광주 동구 동명로25번길 9-9,56129,기타 외국식 음식점업,44531,44531,2,2,계속,계속,6960302227,69603022270,56129,기타 외국식 음식점업
1905098,0,레드카펫,61482,광주 동구 금남로 246,56111,한식 일반 음식점업,45301,45301,1,1,계속,계속,6963001618,69630016180,56111,한식 일반 음식점업
1905255,0,보림당약국,61457,광주 동구 남문로 744-1,47811,의약품 및 의료용품 소매업,43808,43808,1,1,계속,계속,6964400431,69644004310,47811,의약품 및 의료용품 소매업
1905324,0,파머스마트,61497,광주광역시 동구  학소로 109,47121,슈퍼마켓,43466,43466,1,1,계속,계속,6965400084,69654000840,47121,슈퍼마켓
1906322,0,광주대지부러쉬,61496,광주 동구 학소로76번길 18,46799,그 외 기타 상품 전문 도매업,44044,44044,1,1,계속,계속,6970201087,69702010870,46799,그 외 기타 상품 전문 도매업
1906585,0,일등건설중기,61489,광주 동구 양림로119번길 7,42600,건설장비 운영업,42964,42964,1,1,계속,계속,6971400233,69714002330,42600,건설장비 운영업
1906692,0,조은안전산업,61418,광주 동구 무등로 456,46799,그 외 기타 상품 전문 도매업,44354,44354,1,1,계속,계속,6972001169,69720011690,46799,그 외 기타 상품 전문 도매업
1907048,0,온닷,61475,광주 동구 금남로 245,58212,모바일 게임 소프트웨어 개발 및 공급업,43587,43587,1,1,계속,계속,6975200399,69752003990,58212,모바일 게임 소프트웨어 개발 및 공급업
1907164,0,컴포즈커피내남진아리채점,61514,광주광역시 동구 육판서길 16,56221,커피 전문점,45292,45292,6,6,계속,계속,6977200418,69772004180,56221,커피 전문점
1907818,0,주식회사오승이엔씨,61419,광주광역시 동구 중흥로 219-17,72111,건축설계 및 관련 서비스업,44487,44487,4,4,계속,계속,6978802514,69788025140,72111,건축설계 및 관련 서비스업
1908324,0,바우플랜건축사사무소,61478,광주광역시 동구 천변우로 339,72111,건축설계 및 관련 서비스업,45302,45302,1,1,계속,계속,6981402383,69814023830,72111,건축설계 및 관련 서비스업
1908772,0,벌크커피 금남로점,61474,광주 동구 예술길 21,56221,커피 전문점,45671,45671,2,2,계속,계속,6985800827,69858008270,56221,커피 전문점
1909087,0,사단법인지산유원지상인회,61447,광주광역시 동구 지호로160번길10,94990,그 외 기타 협회 및 단체,42114,42114,1,1,계속,계속,6988200045,69882000450,94990,그 외 기타 협회 및 단체
1909400,0,(주)무들주택,61504,광주광역시 동구  화산로 355,68121,주거용 건물 개발 및 공급업,44713,44713,1,1,계속,계속,6988702204,69887022040,68121,주거용 건물 개발 및 공급업
1909887,0,포토이즘광주,61465,광주 동구 제봉로 114,73301,인물사진 및 행사용 영상 촬영업,44962,44962,1,1,계속,계속,6991001642,69910016420,73301,인물사진 및 행사용 영상 촬영업
1910007,0,포토이즘컬러드광주동명점,61434,광주광역시 동구 동계천로 123,73303,사진 처리업,45077,45077,1,1,계속,계속,6991602148,69916021480,73303,사진 처리업
1910158,0,이마트24 조대백학사점,61452,광주 동구 조선대6길 30,47122,체인화 편의점,44896,44896,1,1,계속,계속,6992501175,69925011750,47122,체인화 편의점
1910206,0,법무사,61427,광주 동구 제봉로194번길 5-9,71103,법무사업,44242,44242,1,1,계속,계속,6992800973,69928009730,71103,법무사업
1910217,0,등뼈감자탕&등갈비,61499,광주광역시 동구 남문로 589,56111,한식 일반 음식점업,45206,45206,6,6,계속,계속,6992901436,69929014360,56111,한식 일반 음식점업
1910542,0,라이크(like) 카페,61401,광주광역시 동구 무등로307번길 20-49,56221,커피 전문점,45629,45629,1,1,계속,계속,6997800454,69978004540,56221,커피 전문점
1910714,0,주식회사다산바이오텍,61452,광주광역시 동구 조선대1길 17,21212,합성의약품 및 기타 완제 의약품 제조업,45200,45200,2,2,계속,계속,6998103015,69981030150,21212,합성의약품 및 기타 완제 의약품 제조업
1910809,0,(주)트러스트투,61478,광주광역시 동구 천변우로 339,41999,건설업본사,42278,42278,11,11,계속,계속,6998600240,69986002400,41999,건설업본사
1911128,0,주식회사우단종합상사,61445,광주광역시 동구  동명로98번길 6,46452,"문구용품, 회화용품, 사무용품 도매업",42431,42431,1,1,계속,계속,6998800282,69988002820,46452,"문구용품, 회화용품, 사무용품 도매업"
1911392,0,러브베비,61477,광주광역시 동구 충장로 14,47599,그 외 기타 분류 안된 가정용품 소매업,45125,45125,1,1,계속,계속,7010200844,70102008440,47599,그 외 기타 분류 안된 가정용품 소매업
1912118,0,광주조경건설,61402,광주 동구 중앙로  358,41226,조경 건설업,45176,45176,1,0,일괄유기,일괄유기,7015100842,70151008426,41226,조경 건설업
1912329,0,주식회사태영무한리코,61497,광주광역시 동구 학소로 109,68122,비주거용 건물 개발 및 공급업,45047,45047,1,1,계속,계속,7018101168,70181011680,68122,비주거용 건물 개발 및 공급업
1912495,0,(유)불로,61488,광주 동구 서석로 24,71531,경영 컨설팅업,42395,42395,4,4,계속,계속,7018600048,70186000480,71531,경영 컨설팅업
1913690,0,스시코메루,61436,광주 동구 장동로 5-5,56122,일식 음식점업,44714,44714,1,1,계속,계속,7023900784,70239007840,56122,일식 음식점업
1916388,0,모다인패션디자인학원,61482,광주 동구 중앙로 182,85669,기타 기술 및 직업훈련학원,43866,43866,2,3,계속,계속,7039201030,70392010300,85669,기타 기술 및 직업훈련학원
1916514,0,언더514,61483,광주 동구 중앙로160번길 11,47419,기타 의복 소매업,44256,44256,1,1,계속,계속,7040302187,70403021870,47419,기타 의복 소매업
1916589,0,컴포즈커피충장로점,61482,광주 동구 충장로 103,56221,커피 전문점,44886,44886,8,8,계속,계속,7040602500,70406025000,56221,커피 전문점
1916941,0,법무사노기형사무소,61475,광주 동구 중앙로196번길 15-4,71103,법무사업,44287,44287,5,5,계속,계속,7042601101,70426011010,71103,법무사업
1917316,0,장봐주는언니 센트럴점,61424,광주광역시 동구 경양로 234,47129,기타 음ㆍ식료품 위주 종합 소매업,45901,45901,4,4,계속,계속,7047400651,70474006510,47129,기타 음ㆍ식료품 위주 종합 소매업
1918215,0,기웃,61436,광주광역시 동구 장동로 13-3,56122,일식 음식점업,45778,45778,4,4,계속,계속,7050403231,70504032310,56122,일식 음식점업
1918488,1,한솔홈인테리어,61421,광주광역시 동구 무등로306번길 25-1,,,45385,,1,0,일괄유기,,7051702120,70517021206,,
1918732,0,패스투웨이,61436,광주광역시 동구 동계천로 150,58222,응용 소프트웨어 개발 및 공급업,45839,45839,4,4,계속,계속,7053501431,70535014310,58222,응용 소프트웨어 개발 및 공급업
1918784,0,미래로약국,61502,광주 동구 소태길 1,46441,의약품 도매업,44420,44420,1,1,계속,계속,7054100729,70541007290,46441,의약품 도매업
1918851,0,청담젠의원,61482,광주광역시 동구 금남로 224,86201,일반 의원,45717,45717,24,24,계속,계속,7055100922,70551009220,86201,일반 의원
1919041,0,주식회사씨에스유,61452,광주 동구 조선대길 184,46315,"신선, 냉동 및 기타 수산물 도매업",42095,42095,1,1,계속,계속,7058100045,70581000450,46315,"신선, 냉동 및 기타 수산물 도매업"
1919973,0,틸트틸트,61430,광주 동구 동계로15번길 22,56111,한식 일반 음식점업,44986,44986,3,3,계속,계속,7060702366,70607023660,56111,한식 일반 음식점업
1920904,0,민들레일시보호소,61443,광주 동구 밤실로4번안길 2,87131,아동 및 부녀자 거주 복지시설 운영업,44575,44575,7,7,계속,계속,7068200443,70682004430,87131,아동 및 부녀자 거주 복지시설 운영업
1920949,0,법무법인에이치에스(광주),61441,광주 동구 지산로 70,71101,변호사업,45231,45231,2,2,계속,계속,7068502520,70685025200,71101,변호사업
1921112,0,주식회사 유민건설,61496,광주광역시 동구 학소로76번길 11,41999,건설업본사,45609,45609,2,2,계속,계속,7068603579,70686035790,41999,건설업본사
1921113,0,주식회사 유민건설/건설일괄,61496,광주 동구 학소로76번길 11,42412,"도배, 실내장식 및 내장 목공사업",45831,45831,2,2,일괄유기,일괄유기,7068603579,70686035796,42412,"도배, 실내장식 및 내장 목공사업"
1921263,0,주식회사 피스풀하우스,61434,광주광역시 동구 동명로14번길 11,56221,커피 전문점,45778,45778,3,3,계속,계속,7068703009,70687030090,56221,커피 전문점
1921670,0,차오르면,61436,광주 동구 장동로43번길 14,56123,서양식 음식점업,44352,44352,1,1,계속,계속,7070801519,70708015190,56123,서양식 음식점업
1921868,0,비1(B1)코인노래연습장,61436,광주 동구 제봉로110번길 17,91223,노래연습장 운영업,45292,45292,5,5,계속,계속,7071801861,70718018610,91223,노래연습장 운영업
1922191,0,아트싸인,61406,광주 동구 무등로 449,33910,간판 및 광고물 제조업,43892,43892,1,1,계속,계속,7074300281,70743002810,33910,간판 및 광고물 제조업
1923120,0,주식회사 이김,61484,광주 동구 서석로 9,47415,한복 소매업,44807,44807,1,1,계속,계속,7078802427,70788024270,47415,한복 소매업
1923711,0,육체미,61448,광주 동구 필문대로273번길 29,91132,체력단련시설 운영업,44866,44866,1,1,계속,계속,7082400963,70824009630,91132,체력단련시설 운영업
1923809,0,물고기커피로스터스,61466,광주 동구 장동로 34,56221,커피 전문점,44999,44999,1,1,계속,계속,7083101107,70831011070,56221,커피 전문점
1923831,0,모디스트하우스(Modesthouse),61405,광주 동구 필문대로 108,14199,그 외 기타 봉제의복 제조업,45017,45017,1,1,계속,계속,7083301208,70833012080,14199,그 외 기타 봉제의복 제조업
1923873,0,동화리프트,61410,광주광역시 동구 밤실로 100,41999,건설업본사,45200,45200,2,2,계속,계속,7083700828,70837008280,41999,건설업본사
1924636,0,디지털메딕 주식회사,61487,광주광역시 동구 백서로125번길 34-2,58222,응용 소프트웨어 개발 및 공급업,44602,44602,12,11,계속,계속,7088702554,70887025540,58222,응용 소프트웨어 개발 및 공급업
1924763,0,(유)어바인산업개발,61429,광주 동구 중앙로  248,41999,건설업본사,43891,43891,7,7,계속,계속,7088801436,70888014360,41999,건설업본사
1925535,0,퍼피마미충장점,61482,광주 동구 금남로 218-9,96112,두발 미용업,44564,44564,1,1,계속,계속,7093300556,70933005560,96112,두발 미용업
1927112,0,디자인채널1025,61422,광주 동구 중흥로 244-1,42412,"도배, 실내장식 및 내장 목공사업",43875,43875,1,1,일괄유기,일괄유기,7102600975,71026009756,42412,"도배, 실내장식 및 내장 목공사업"
1928067,0,주식회사상생플랫폼,61479,광주광역시 동구  천변우로 351,58221,시스템 소프트웨어 개발 및 공급업,44075,44075,2,2,계속,계속,7108701956,71087019560,58221,시스템 소프트웨어 개발 및 공급업
1928403,0,이디야커피광주학동점,61454,광주광역시 동구 남문로 760,56221,커피 전문점,43739,43739,1,1,계속,계속,7110101237,71101012370,56221,커피 전문점
